timestamp,equity
1704153600000000000,100000
1704153600000000000,100000
1704153600000000000,100000
1704153600000000000,100000
1704153600000000000,100000
1704240000000000000,100000
1704240000000000000,100000
1704240000000000000,100000
1704240000000000000,100000
1704240000000000000,100000
1704326400000000000,100000
1704326400000000000,100000
1704326400000000000,100000
1704326400000000000,100000
1704326400000000000,100000
1704412800000000000,100000
1704412800000000000,100000
1704412800000000000,100000
1704412800000000000,100000
1704412800000000000,100000
1704672000000000000,100000
1704672000000000000,100000
1704672000000000000,100000
1704672000000000000,100000
1704672000000000000,100000
1704758400000000000,100000
1704758400000000000,100000
1704758400000000000,100000
1704758400000000000,100000
1704758400000000000,100000
1704844800000000000,100000
1704844800000000000,100000
1704844800000000000,100000
1704844800000000000,100000
1704844800000000000,100000
1704931200000000000,100000
1704931200000000000,100000
1704931200000000000,100000
1704931200000000000,100000
1704931200000000000,100000
1705017600000000000,100000
1705017600000000000,100000
1705017600000000000,100000
1705017600000000000,100000
1705017600000000000,100000
1705363200000000000,100000
1705363200000000000,100000
1705363200000000000,100000
1705363200000000000,100000
1705363200000000000,100000
1705449600000000000,100000
1705449600000000000,100000
1705449600000000000,100000
1705449600000000000,100000
1705449600000000000,100000
1705536000000000000,100000
1705536000000000000,100000
1705536000000000000,100000
1705536000000000000,100000
1705536000000000000,100000
1705622400000000000,100000
1705622400000000000,100000
1705622400000000000,100000
1705622400000000000,100000
1705622400000000000,100000
1705881600000000000,100000
1705881600000000000,100000
1705881600000000000,100000
1705881600000000000,100000
1705881600000000000,100000
1705968000000000000,100000
1705968000000000000,100000
1705968000000000000,100000
1705968000000000000,100000
1705968000000000000,100000
1706054400000000000,100000
1706054400000000000,100000
1706054400000000000,100000
1706054400000000000,100000
1706054400000000000,100000
1706140800000000000,100000
1706140800000000000,100000
1706140800000000000,100000
1706140800000000000,100000
1706140800000000000,100000
1706227200000000000,100000
1706227200000000000,100000
1706227200000000000,100000
1706227200000000000,100000
1706227200000000000,100000
1706486400000000000,100000
1706486400000000000,100000
1706486400000000000,100000
1706486400000000000,100000
1706486400000000000,100000
1706572800000000000,100000
1706572800000000000,100000
1706572800000000000,100000
1706572800000000000,100000
1706572800000000000,100000
1706659200000000000,100000
1706659200000000000,100000
